"ID","Area","Feature","UserStory","ExpectedBehavior","KeyFiles","E2ESpec","CodeStatus","QAStatus","QANotes","Notes","Persona","Permissions","VideoPath","VideoTimestamp","VideoStatus"
"AS-11","Auth & Session","Single-account logout","As a user, I want to sign out, so that my account is no longer active on this device.","User clicks 'Log out' in AccountSwitcher. If outbox has pending edits, shows warning dialog with edit count and 'Log out anyway' button. On confirm or if no pending edits, clearSession() removes active session from IndexedDB, clears auth hint cookie, clears local project data, and wipes React Query cache. If other accounts exist, next account becomes active. App returns to login state.","src/components/AccountSwitcher.tsx:122-144, 234-239; src/lib/frontier/session-store.ts:145-150; src/hooks/useFrontierSession.ts:41-48","none","Implemented","Untested","","Logout warns about pending outbox ops to prevent accidental data loss. If multiple accounts, next one promotes automatically (session-store line 119-122).","Any user (unauthenticated → authenticated)","No role required — public auth endpoints; account owner only for own session","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"AS-12","Auth & Session","Sign out of all accounts","As a user with multiple logged-in accounts, I want to sign out globally, so that all my accounts are cleared from this device.","User clicks 'Sign out of all accounts' (only visible if >1 account). Shows warning about pending edits if any. On confirm, loops through all sessions and calls removeSession() for each, then clearAllLocalData() and query cache clear. All sessions removed from IndexedDB, auth hint cookie deleted. App returns to signed-out state.","src/components/AccountSwitcher.tsx:241-249, 132-144; src/lib/frontier/session-store.ts:115-124","none","Implemented","Untested","","Button only renders when sessions.length > 1. Uses destructive color variant. Same outbox warning as single logout.","Any user (unauthenticated → authenticated)","No role required — public auth endpoints; account owner only for own session","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"AS-13","Auth & Session","Session expiry banner (401 handling)","As a user whose session expired while working, I want a non-intrusive notification, so that I can re-sign-in without losing context.","When any fetch helper receives 401 (expired session), it calls notifySessionExpired(). SessionExpiredBanner subscribes to signal, shows fixed top banner (amber, role=alert, aria-live=assertive) with message 'Your session expired. Sign in again to continue.' Banner has dismiss button (X icon). Banner clears on navigation or user dismiss. Shows link to /login?next=<current-path> to restore context.","src/components/SessionExpiredBanner.tsx:1-62; src/lib/errors/session-expired-signal.ts:1-31","none","Implemented","Untested","","Not a modal takeover; stays as banner while user can navigate. Signal pattern decouples fetch helpers from UI. Banner resets on navigation (line 28: useEffect on location.pathname).","Any user (unauthenticated → authenticated)","No role required — public auth endpoints; account owner only for own session","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"AS-14","Auth & Session","Dev-only auto-login route (__dev/login)","As a developer testing the app, I want a one-click login shortcut, so that I don't manually enter credentials repeatedly.","Navigate to /__dev/login. If import.meta.env.DEV false, shows error 'dev login is disabled in production builds'. If DEV true, calls devLogin() which hits POST /__dev__/login on auth-worker. Returns mocked session with seeded dev user. On success, redirects to /project/dev-project. On 404 (WRANGLER_LOCAL not set), shows error 'dev login endpoint unavailable'. Cancellation-safe (cleanup on unmount).","src/components/DevLoginRoute.tsx:1-62; src/lib/frontier/auth.ts:83-97","none","Implemented","Untested","","Dev-only gated on import.meta.env.DEV. Endpoint requires WRANGLER_LOCAL=1 in auth-worker. Seeded project id hardcoded in auth-worker/src/routes/dev-seed.ts.","Any user (unauthenticated → authenticated)","No role required — public auth endpoints; account owner only for own session","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"AS-15","Auth & Session","Dev-only logout route (__dev/logout)","As a developer, I want a quick way to clear my session and return to onboarding, so that I can test the sign-in flow without manual cleanup.","Navigate to /__dev/logout. If import.meta.env.DEV true, calls logout() to clear session and redirect to /onboarding. If DEV false (production build), silently redirects to / with session intact. Dev route is no-op in built apps (verified by e2e in preview mode).","src/components/DevLogoutRoute.tsx:1-35; src/hooks/useFrontierSession.ts:41-48","e2e/specs/auth/dev-logout-route.smoke.spec.ts","Implemented","Untested","","Gated on import.meta.env.DEV (line 18). Production gate verified: redirects to / without logout (line 19). E2E runs against built app (preview mode), so only tests !DEV branch.","Any user (unauthenticated → authenticated)","No role required — public auth endpoints; account owner only for own session","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"AS-16","Auth & Session","Private browsing mode banner","As a user in private browsing, I want to know storage is unavailable, so that I understand why loads are slow.","PrivateModeBanner detects if OPFS unavailable (navigator.storage.getDirectory() throws in Safari private, Brave Tor, locked profiles). Shows one-time banner per session: 'Private browsing is restricting local storage…' with icon, message, and dismiss button. Banner stored per username+createdAt in sessionStorage. Dismissal persists for duration of session. Accessible state: role=alert not used (informational, not urgent).","src/components/PrivateModeBanner.tsx:1-83; src/hooks/useOpfsAvailability.ts","none","Implemented","Untested","","Uses sessionStorage fallback when OPFS unavailable. Dismissal key includes username+createdAt to show banner per account per session. Waits for session ready (loading=false) to avoid flicker during transitions.","Any user (personal preference)","Any authenticated user — scoped to own account","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"AS-17","Auth & Session","JWT token persistence and claims extraction","As the app, I want to store the JWT and extract user info without validation, so that I know the canonical username and email.","On login, server returns access_token. Frontend decodes JWT payload (base64url to base64 conversion, JSON.parse) and extracts 'sub' (username) and 'email' claims without signature verification (server verified password). Falls back to login identifier if decode fails. Session stored with username from JWT sub claim, email from claim if present. Invalid/malformed tokens handled gracefully (returns empty {}).","src/lib/frontier/auth.ts:177-209","none","Implemented","Untested","","No signature verification (server already verified). Base64url→base64 conversion at line 182. jwtClaims() returns safe interface; decode failures don't crash.","Any user (unauthenticated → authenticated)","No role required — public auth endpoints; account owner only for own session","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"AS-18","Auth & Session","PostHog analytics integration with auth","As the analytics system, I want to track auth events and attribute them to users, so that we can monitor signup/login patterns.","On login, computes distinct_id as SHA-256(username), calls posthog.identify(distinctId), and captures 'user logged in' event. On signup, same identify + capture 'user signed up' with email property (only if analytics consent given). On logout, captures 'user logged out' and calls posthog.reset().","src/hooks/useFrontierSession.ts:24-48","none","Implemented","Untested","","Uses SHA-256 instead of username directly for privacy. Email property sent only if isAnalyticsEnabled() true. Reset on logout clears session identity.","Any user (unauthenticated → authenticated)","No role required — public auth endpoints; account owner only for own session","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"AS-19","Auth & Session","Offline detection on login/signup","As a user without internet, I want to see a message explaining why I can't sign in, so that I understand the issue.","FrontierLoginForm and FrontierSignupForm detect navigator.onLine and window online/offline events. When offline, shows alert message 'You're offline — connect to sign in' and disables submit button. When online again, button re-enables. Message dismisses on successful auth or stays on network error.","src/components/git-import/FrontierLoginForm.tsx:27-38, 57-59, 99; src/components/git-import/FrontierSignupForm.tsx:87-98, 123-127, 105","none","Implemented","Untested","","Submit button also checks !isOnline (line 99, 105). Message persists while offline, cleared on user action. Does not prevent form interaction, just disables submit.","Any user (unauthenticated → authenticated)","No role required — public auth endpoints; account owner only for own session","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"OPT-01","Onboarding & Product Tour","Onboarding Wizard Welcome Step","As a new user, I want to see a branded welcome screen with the app logo and onboarding headline, so that I understand what I'm about to set up.","User lands at /onboarding route. WelcomeStep renders with app logo, headline (from branding config), subheading, and 'Get Started' button. Clicking 'Get Started' advances to step 2. Step indicator shows progress (Step 1 of 6).","src/components/onboarding/OnboardingWizard.tsx:30-32; src/components/onboarding/steps/WelcomeStep.tsx:4-21","e2e/specs/projects/onboarding-wizard.smoke.spec.ts","Implemented","Untested","","Part of 6-step wizard; step 2 (PrivacyStep) is skipped if user has already set analytics consent in prior onboarding runs (line 39).","New org owner / first-run user","Org owner (creator, 700) drives setup; tour visible to any authenticated user","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"OPT-02","Onboarding & Product Tour","Onboarding Privacy Consent Step","As a new user, I want to opt in or out of analytics sharing with a clear explanation, so that I control my data usage.","PrivacyStep renders with ShieldCheck icon, heading 'Help us improve', toggle switch for 'Share usage data'. Toggle defaults to enabled. If disabled, shows warning: 'With analytics disabled, we may not be able to help diagnose problems.' Clicking 'Continue' persists choice and advances to step 3. Back button returns to step 1. Footer includes link to /privacy-policy.","src/components/onboarding/steps/PrivacyStep.tsx:7-70; src/hooks/useAnalyticsConsent.ts","e2e/specs/projects/onboarding-privacy-continue.smoke.spec.ts","Implemented","Untested","","Persists to localStorage via useAnalyticsConsent hook. Step is skipped on revisits once any choice has been made (onboarding-done check on line 49).","New org owner / first-run user","Org owner (creator, 700) drives setup; tour visible to any authenticated user","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"OPT-03","Onboarding & Product Tour","Onboarding Sign-In Step","As a new user, I want to sign in to my Frontier account (or create one) to unlock AI and sync features, so that I can collaborate and use cloud features.","SignInStep defaults to signup mode. Shows 'Create your Frontier account' heading. Renders FrontierSignupForm with onSuccess callback advancing to next step. User can toggle to 'Log in' mode (shows 'Sign in to Frontier'). In login mode, onSuccess calls onLoginComplete handler which checks for existing orgs: if user already has orgs, skips Name + Project steps and lands on dashboard; if brand-new account (no orgs), continues wizard. Password reset mode available ('Forgot password?'). 'Skip for now' button available in both signup and login modes. Dev mode (import.meta.env.DEV) shows 'Dev login' button. Back button returns to step 2. Once session is established, shows success screen: 'Signed in as [username]' with green checkmark and 'Continue' button.","src/components/onboarding/steps/SignInStep.tsx:12-120; src/components/onboarding/OnboardingWizard.tsx:73-87","e2e/specs/orgs/account-signup-form.smoke.spec.ts, account-add-forgot-password.smoke.spec.ts","Implemented","Untested","","onLoginComplete is AQU-282 feature: returning users skip Name + Project steps. Dev login requires WRANGLER_LOCAL=1 on auth-worker. Session is checked via useFrontierSession hook.","New org owner / first-run user","Org owner (creator, 700) drives setup; tour visible to any authenticated user","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:06","recorded"
"OPT-04","Onboarding & Product Tour","Onboarding Display Name Step","As a new user setting up my account, I want to enter my display name, so that my edits and comments are attributed to me across the project.","NameStep renders with heading 'What should we call you?' and description 'This name appears on your edits and comments.' Input field (id='display-name', placeholder='Anonymous translator') auto-focuses. Pre-fills from Frontier session.username if user hasn't typed anything yet. 'Continue' button saves name to localStorage key 'codex:username' (or defaults to 'Anonymous' if empty) and advances to step 4. Back button returns to step 3.","src/components/onboarding/steps/NameStep.tsx:7-60","e2e/specs/projects/onboarding-name-step.smoke.spec.ts","Implemented","Untested","","Skipped if user logs in and already has existing orgs (AQU-282).","New org owner / first-run user","Org owner (creator, 700) drives setup; tour visible to any authenticated user","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"OPT-05","Onboarding & Product Tour","Onboarding Project Creation Step","As a new user, I want to create my first translation project with source and target languages, so that I have a project to start translating in.","ProjectStep renders form with heading 'Create your first project'. Three text inputs: Project name (placeholder 'My Translation Project'), Source language (placeholder 'English'), Target language (placeholder 'French'). Submit button reads 'Create Project' and is disabled until all three fields are non-empty. On submit, creates server project first (via createRemoteProject), then local IDB record (via createLocalProject). On success, advances to step 6 (ReadyStep). Shows 'Creating…' button state while busy. Errors are caught and displayed inline (e.g., 'Failed to create project.'). If no Frontier session JWT exists, shows alternate message: 'Sign in to create a project' with explanation that projects are server-only. 'Do this later' link skips project creation and advances to dashboard. Back button returns to step 3.","src/components/onboarding/steps/ProjectStep.tsx:11-168; src/components/onboarding/OnboardingWizard.tsx:89-92","e2e/specs/projects/onboarding-project-step.smoke.spec.ts","Implemented","Untested","","Skipped if user logs in and already has existing orgs (AQU-282). Server-side project creation must happen before local IDB to avoid 403 on access (AD-3 projects are server-only reads). Creates UUID for project.id via uuid() package.","Project lead / owner","Manage members/invites: project_lead(500); role changes: maintainer/owner(≥600); link role capped at contributor(400)","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:11","recorded"
"OPT-06","Onboarding & Product Tour","Onboarding Ready Step","As a new user who just created a project, I want to see a success confirmation, so that I know I'm ready to start translating.","ReadyStep renders success state: green CheckCircle2 icon, heading 'You're all set!', message 'PROJECT_NAME is ready. We'll walk you through setting up AI and inviting collaborators next.' 'Start Translating' button navigates to project page at `/project/{projectId}` with router state `{ openSetupChecklist: true }`, triggering auto-open of setup checklist.","src/components/onboarding/steps/ReadyStep.tsx:5-28; src/components/onboarding/OnboardingWizard.tsx:94-103","e2e/specs/projects/onboarding-ready-step.smoke.spec.ts","Implemented","Untested","","Marks localStorage 'codex:onboardingComplete' = 'true' and opens SetupChecklistDrawer via router state. Only shown when createdProject is non-null (step 6).","New org owner / first-run user","Org owner (creator, 700) drives setup; tour visible to any authenticated user","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"OPT-07","Onboarding & Product Tour","Onboarding Completion Persistence","As a returning user, I want the app to remember I completed onboarding, so that I don't see the wizard again on subsequent visits.","Wizard sets localStorage 'codex:onboardingComplete' = 'true' when user completes (ReadyStep or skips ProjectStep). On subsequent visits, if this flag is set, user bypasses /onboarding and lands on dashboard (/). OnboardingWizard component is only mounted when token is absent or onboarding is incomplete.","src/components/onboarding/OnboardingWizard.tsx:76-78, 95, 106; src/components/onboarding/steps/SignInStep.tsx:76; src/components/onboarding/steps/ProjectStep.tsx:105","none","Implemented","Untested","","Flag persists across sessions and browser profiles. Referenced in product tour auto-start logic (shouldAutoStartTour in useProductTour.ts).","New org owner / first-run user","Org owner (creator, 700) drives setup; tour visible to any authenticated user","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"OPT-08","Onboarding & Product Tour","Product Tour Auto-Start","As a new user who just completed onboarding, I want an interactive guided tour of the main workspace, so that I learn where everything is.","After onboarding completion (localStorage 'codex:onboardingComplete'='true') AND product tour not yet shown (localStorage 'codex:productTourDone'!='1'), ProductTour auto-starts with 600ms delay on first app render. User sees spotlight with semi-transparent backdrop and tooltip card overlaying key UI elements. Tour can be dismissed by clicking X, clicking 'Skip', pressing Escape, or completing all steps (clicking 'Done' on final step). Once dismissed, marked as done via localStorage and tour does not auto-start again.","src/components/onboarding/ProductTour.tsx:477-496; src/hooks/useProductTour.ts:47-54; src/context/ProductTourContext.tsx:34-43","none","Implemented","Untested","","AQU-243. 600ms delay allows sidebar/nav to render before trying to locate data-tour anchors. Auto-start happens once per browser profile. Call time is synchronous (wasProductTourDone/shouldAutoStartTour don't use React state) to avoid flash-then-start cycles.","New org owner / first-run user","Org owner (creator, 700) drives setup; tour visible to any authenticated user","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"OPT-09","Onboarding & Product Tour","Product Tour Step Navigation","As a user taking the product tour, I want to navigate between steps and see my progress, so that I can learn at my own pace.","Tour displays current step in a tooltip card with title, body text, and placement arrow (top/bottom/left/right, auto-repositioning if offscreen). Footer shows step progress dots (filled for current/past, empty for future). 'Back' button navigates to previous step (hidden on first step). 'Next' button advances to next step; on final step, reads 'Done' and closes tour. Step indicator reads 'Tour step N of M'. Keyboard shortcuts: Escape = skip, ArrowRight/Enter = next, ArrowLeft = previous.","src/components/onboarding/ProductTour.tsx:283-353, 416-444","none","Implemented","Untested","","Spotlight automatically repositions if anchor element moves (useEffect re-runs on window resize). Resolves visible steps each time tour opens to handle feature-gating (if anchor missing, step skipped).","Any user (personal preference)","Any authenticated user — scoped to own account","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"OPT-10","Onboarding & Product Tour","Product Tour Step Definitions","As a new user, I want to understand key workspace features through guided callouts, so that I can navigate and use the app effectively.","Tour displays 6 steps: (1) splash step centered on screen 'Welcome to your workspace', (2) org-switcher callout, (3) nav-overview (Projects) callout, (4) nav-assigned callout, (5) nav-settings callout, (6) account-switcher callout. Each step has title, body text, and preferred placement. Splash step has no arrow; others point to their target element with rounded-rect spotlight cutout.","src/components/onboarding/ProductTour.tsx:32-69","none","Implemented","Untested","","TOUR_STEPS array is static. Each anchor references a data-tour attribute in the DOM (org-switcher, nav-overview, nav-assigned, nav-settings, account-switcher).","New org owner / first-run user","Org owner (creator, 700) drives setup; tour visible to any authenticated user","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"OPT-11","Onboarding & Product Tour","Product Tour Spotlight Geometry","As a user taking the tour, I want to see the highlighted UI elements clearly with auto-positioned tooltips, so that I don't miss what's being explained.","Spotlight draws SVG cutout (rounded rect punch-out) around target element with 8px padding. Semi-transparent dark overlay fills remainder of screen. Tooltip card (288px wide, ~160px tall) positions itself relative to target using preferred placement (right/left/bottom/top) with 16px gap; auto-falls back to other sides if current choice doesn't fit viewport; final fallback centers on screen. Tooltip arrow points back to target (or no arrow for center-screen splash steps).","src/components/onboarding/ProductTour.tsx:102-184, 190-259, 265-271","none","Implemented","Untested","","Rendered as SVG portal into document.body (z-index 9990-9991). Computes geometry on render, re-runs on window resize. If anchor element missing (feature-gated), step silently skipped.","New org owner / first-run user","Org owner (creator, 700) drives setup; tour visible to any authenticated user","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"OPT-12","Onboarding & Product Tour","Product Tour Manual Launch Button","As a returning user, I want to be able to restart the product tour, so that I can review features I may have forgotten.","OrgSidebar footer includes 'Take the tour' button or similar (accessible via useProductTourContext.openTour()). Clicking this button manually opens ProductTour even if it was already completed. Tour re-opens from step 1.","src/components/org/OrgSidebar.tsx; src/context/ProductTourContext.tsx:13-23","none","Implemented","Untested","","No local code read for OrgSidebar, but grep shows data-tour anchors are present there. Manual open does NOT reset the 'codex:productTourDone' flag — if user dismissed tour, clicking button opens it again but auto-start is still disabled.","New org owner / first-run user","Org owner (creator, 700) drives setup; tour visible to any authenticated user","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
"OPT-13","Onboarding & Product Tour","Setup Checklist Auto-Show","As a user creating a first project, I want to see a setup checklist that guides me through configuration steps, so that I can set up AI, collaboration, and other features.","When user lands on project page after onboarding (ReadyStep navigates with router state openSetupChecklist=true), ProjectWorkspace opens SetupChecklistDrawer automatically. Checklist shows 4 items: Import files, Set translation instructions, Invite collaborators, Configure voice & transcription. Each item has title, description, completion dot (empty/filled), and collapsible body. Progress bar shows X of N complete. Checklist does not auto-open if: (1) user has already dismissed it for this project, (2) setup-auto-shown flag is set in localStorage for this project, (3) member list is still fetching, (4) AI model status is still resolving, OR (5) checklist is already complete (all 4 items done).","src/components/onboarding/SetupChecklistDrawer.tsx:33-139; src/hooks/useSetupChecklist.ts:50-199; src/components/onboarding/OnboardingWizard.tsx:98","e2e/specs/editor/setup-checklist.smoke.spec.ts","Implemented","Untested","","AQU-244. Per-project localStorage keys: codex:setupAutoShown.{projectId} (prevents re-opening on revisits), setupChecklistDismissed persisted on ProjectRecord. Auto-open logic in useSetupChecklist.shouldAutoOpen carefully avoids race conditions on project-switch by waiting for membersFetched + modelsResolved flags.","Project lead / owner","Manage members/invites: project_lead(500); role changes: maintainer/owner(≥600); link role capped at contributor(400)","https://docs.aquilla.app/media/onboarding-first-run/onboarding-first-run.mp4","00:00","recorded"
